work_id,title,relationship,published,words,kudos
27557689,a taste of a poison paradise,Azula/Ty Lee (Avatar),2020-11-14,100.0,19.0
27557311,little drops of starlight,Katara/Zuko (Avatar),2020-11-14,899.0,20.0
26324311,A Fire Burning in Her Bones,"Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-09-06,20712.0,111.0
27551992,"I want more of you, is that bad?","Toph Beifong/Yaling, Minor or Background Relationship(s), Sokka/Zuko (Avatar), Katara/Suki (Avatar), Aang/Teo (Avatar)",2020-11-14,6081.0,6.0
23641648,Errare Humanum Est,Connor (Detroit: Become Human)/Reader,2020-04-14,45667.0,82.0
26282533,starry nights,"Katara/Zuko (Avatar), Aang/Katara (Avatar)",2020-09-04,3126.0,38.0
26097214,Carolina,"Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-08-25,4995.0,32.0
27551443,The Waterbender's Tale,"Katara/Zuko (Avatar), Sokka/Suki (Avatar), Sokka/Yue, Mai/Zuko (Avatar), Aang/Toph Beifong",2020-11-14,2273.0,19.0
27462565,Of Water and Wings,"Aang/Katara (Avatar), Aang & Sokka (Avatar), Hakoda & Zuko (Avatar)",2020-11-09,7097.0,84.0
27257089,Dance to Another Tune,"Aang & Mai (Avatar), Mai/Zuko (Avatar)",2020-10-30,36859.0,118.0
27085423,all signposts and no destination,"Toph Beifong & Mai (Avatar), Toph Beifong/Mai (Avatar)",2020-11-14,6116.0,28.0
27553837,Moments,"Sokka/Zuko (Avatar), The Gaang & Zuko (Avatar), Mai & Zuko (Avatar), Past Sokka/Suki, background Aang/Katara",2020-11-14,9156.0,23.0
27553729,is it my fault the fallen embers burn,"Ozai & Zuko (Avatar), Azula & Zuko (Avatar), Ozai/Ursa (Avatar), Iroh & Zuko (Avatar), Iroh & Ozai (Avatar), Azula & Iroh (Avatar)",2020-11-14,1473.0,142.0
27550249,Last Peace,Sokka/Zuko (Avatar),2020-11-14,51969.0,133.0
26433325,"Earth, Fire, Air, Water... Boomerang?","Sokka & Yue (Avatar), Sokka & Suki (Avatar), Katara & Sokka (Avatar), Katara & Suki (Avatar), Sokka/Zuko (Avatar), Sokka/Suki (Avatar), Suki/Yue (Avatar)",2020-09-13,10812.0,38.0
27005713,fulminate,"Fire Nation Citizen(s) & Zuko (Avatar), Azula & Zuko (Avatar), Zuko (Avatar) & Original Character(s), The Gaang & Zuko (Avatar)",2020-10-14,5520.0,350.0
27555358,My Sick Prince,Zuko (Avatar)/Reader,2020-11-14,797.0,16.0
27555298,Talking to the Moon,Sokka/Yue (Avatar),2020-11-14,1514.0,5.0
26093578,Avatar: The Blue Princess,"Azula/Ty Lee (Avatar), Azula/Katara (Avatar), Sokka/Suki (Avatar), Mai/Zuko (Avatar)",2020-08-24,49520.0,502.0
27133475,Sweet Victory - Sokkla Saturdays 2020 Day 7 (Loyality),Azula/Sokka (Avatar),2020-11-14,842.0,28.0
25556989,Der Sonne zugewandt - Towards the Sun - Deutsche Ubersetzung,"Azula & Zuko (Avatar), Toph Beifong & Zuko, Suki & Zuko (Avatar), Zuko & The Fire Nation (Avatar), The Gaang & Zuko (Avatar)",2020-07-27,5615.0,8.0
27545644,i'm gonna kill you if you don't beat me to it,Sokka/Zuko (Avatar),2020-11-13,2408.0,39.0
27545059,i swear that i'll be around for you,"Druk & Zuko (Avatar), Piandao & Zuko (Avatar), Jeong Jeong/Piandao (Avatar), The Gaang & Zuko (Avatar)",2020-11-13,7174.0,126.0
27545077,can't stop staring at those ocean eyes,Sokka/Zuko (Avatar),2020-11-13,100.0,54.0
27544456,Sometimes sister is all you need.,"Azula & Zuko (Avatar), Azula/Zuko (Avatar), Ozai & Zuko (Avatar)",2020-11-13,3563.0,16.0
27544282,We are all sick in a head but that's fine in a way.,"Azula/Zuko (Avatar), Toph Beifong/Sokka, Azula & Zuko (Avatar), Toph Beifong & Sokka",2020-11-13,1508.0,11.0
27544171,"Like a Princess, Mai","Mai & Ty Lee (Avatar), Mai/Ty Lee (Avatar)",2020-11-13,730.0,8.0
27544027,Reunion,"Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-11-13,836.0,
27543502,The first night.,"Azula/Zuko (Avatar), Azula & Zuko (Avatar)",2020-11-13,3563.0,23.0
27543919,Palace Rumors,Katara/Zuko (Avatar),2020-11-13,634.0,71.0
27543880,If Only I Could,Katara/Zuko (Avatar),2020-11-13,739.0,7.0
27543664,Happy,Katara/Zuko (Avatar),2020-11-13,727.0,3.0
27542464,In A Darker World,,2020-11-13,167221.0,10.0
27542287,Emotional Recovery,"Sokka/Ty Lee (Avatar), Aang/Katara (Avatar)",2020-11-13,1916.0,2.0
27541768,But Everything Changed When Katara Attacked,Katara/Sokka (Avatar),2020-11-13,3050.0,8.0
27536335,mirrors have never done me any favors,Sokka/Zuko (Avatar),2020-11-13,2017.0,163.0
27533989,(but I'll kneel down) Wait For Now,,2020-11-13,1243.0,12.0
27385789,just like heaven,Katara/Zuko (Avatar),2020-11-13,7479.0,122.0
27530695,Letters from Kyoshi Island,"Izumi (Avatar) & Original Character(s), Izumi & Zuko (Avatar), Izumi & Mai (Avatar), Mai/Zuko (Avatar), Sokka/Suki (Avatar)",2020-11-13,9483.0,55.0
26581930,Look Me in the Eye and Say it to My Face,"Sokka/Zuko (Avatar), minor Mai/Zuko - Relationship",2020-10-05,35854.0,134.0
27288301,"A Little More Time (Kill Me Later, Love Me Now)","Sokka/Suki/Zuko (Avatar), Sokka & Suki (Avatar), Suki & Zuko (Avatar), Sokka & Zuko (Avatar), The Gaang & Zuko (Avatar), Eventual Zuko & Healthy Coping Mechanisms",2020-10-31,34148.0,281.0
27534844,fault line,"Chit Sang & Zuko, Toph Beifong & Zuko",2020-11-13,869.0,302.0
27535699,Helpless,Sokka/Zuko (Avatar),2020-11-13,1065.0,218.0
27536530,One Big Happy Family -- *Appa's Outtakes*,"Appa & Zuko (Avatar), Aang & Zuko (Avatar), Aang & Appa (Avatar)",2020-11-13,1555.0,206.0
23620234,Little book of ideas,,2020-04-12,6669.0,31.0
27541021,Two New Worlds: Sokka the Gifted Dom and Sokka the most Useless Sub,Katara/Sokka (Avatar),2020-11-13,4110.0,4.0
26041204,Back To The Start,"Azula/Sokka (Avatar), Sokkla - Relationship",2020-08-22,32552.0,111.0
24644770,A Place to Belong,Sokka/Zuko (Avatar),2020-06-10,63148.0,1591.0
26586703,Family Bonds,"Azula & Lu Ten, Lu Ten & Zuko, Azula & Zuko (Avatar), Azula & Lu Ten & Zuko",2020-09-21,2570.0,152.0
27402556,it's just you and me,"Izumi & Zuko (Avatar), Suki & Zuko (Avatar), Azula & Zuko (Avatar), Sokka/Zuko (Avatar)",2020-11-05,11493.0,217.0
26109325,Over and over again,"Katara/Zuko (Avatar), Blue Spirit/Painted Lady",2020-08-25,6521.0,39.0
26764717,Being a Bitch Is My Kink,"Sokka/Zuko (Avatar), Sokka & Zuko (Avatar)",2020-10-02,75555.0,366.0
23291758,Multifandom Treasury,,2018-11-06,138780.0,48.0
25987924,keep the world at bay,"Sokka/Yue (Avatar), Sokka/Suki (Avatar), Sokka/Zuko (Avatar), Mai/Ty Lee (Avatar), Katara & Sokka (Avatar), Azula & Mai & Ty Lee, Mai & Zuko (Avatar), Lu Ten & Zuko, Iroh & Zuko (Avatar), Iroh & Lu Ten, Toph Beifong & OC, squad - Relationship, Haru/Jet (Avatar)",2020-08-19,37520.0,104.0
27538015,"Honey, I Shrunk Our Friends!","Katara/Zuko (Avatar), background Sokka/Suki, background Aang/Toph",2020-11-13,2007.0,20.0
27533752,The L Team,"Azula/Ty Lee (Avatar), Adora/Catra (She-Ra), Korra/Asami Sato",2020-11-13,1599.0,26.0
24954079,What's in a Young Woman's Heart,"Katara/Zuko (Avatar), Aang/Katara (Avatar)",2020-06-28,41633.0,88.0
27365812,Quiet as a candle (bright as the morning sun),"Piandao & Zuko (Avatar), Jeong Jeong & Zuko (Avatar), Jeong Jeong/Piandao (Avatar), Iroh & Jeong Jeong & Piandao (Avatar)",2020-11-03,3082.0,134.0
27528823,remember last year when you told me (to always stay here and never leave me),Suki/Yue (Avatar),2020-11-12,2995.0,19.0
27210034,as they emerged from the killing fields,"The Gaang & Zuko (Avatar), Iroh & Zuko (Avatar), Hakoda & Katara & Sokka (Avatar)",2020-10-26,20278.0,660.0
27527809,Bad Fliriting,"Yue/Sokka past, Kya/Yue one sided",2020-11-12,591.0,11.0
27319744,Transgender Dysphoria Blues,"Azula/Jin (Avatar), Azula & Zuko (Avatar), Minor or Background Relationship(s), Sokka/Zuko (Avatar), Azula & The Gaang (Avatar), Jin & Zuko (Avatar)",2020-11-12,12403.0,80.0
27527155,"In Which Sokka Learns, Simps, and Scores","Sokka/Zuko (Avatar), Katara & Sokka (Avatar), Sokka & Suki (Avatar), Katara & Suki (Avatar), past Sokka/Yue (Avatar) - Relationship",2020-11-12,3737.0,149.0
27526558,Flowers for Uncle,Katara/Zuko (Avatar),2020-11-12,94.0,18.0
25896901,Consume me with fire; flood me with desire,Katara/Zuko (Avatar),2020-08-14,86303.0,1628.0
27419014,"when he walks in, i am loved","Jet/Zuko (Avatar), Jet & Zuko (Avatar), Jet & Longshot (Avatar), Jet & Smellerbee (Avatar), Jet & Longshot & Smellerbee & Zuko, Jet & Longshot & Smellerbee, Freedom Fighters & Zuko (Avatar), Longshot/Smellerbee (Avatar)",2020-11-06,1782.0,29.0
25506316,Prodigal Son,"Zutara - Relationship, Maiko - Relationship, zuko x katara - Relationship, Zuko x Mai, not all together though, Ozai & Zuko, Ursa & Zuko, Ursa & Ozai, Zuko & Azula, Ozai & Azula, Ursa & Azula",2020-07-25,9155.0,120.0
27298384,empyrean girl,"Katara/Zuko (Avatar), Izumi & Zuko (Avatar)",2020-10-31,3147.0,106.0
26527480,Chaos was the law of nature; Order was the dream of man,"Sokka/Zuko (Avatar), Aang/Katara (Avatar), Mai/Ty Lee (Avatar), The Gaang & Zuko (Avatar), Toph Beifong & Zuko, The Gaang & Yue (Avatar), June & Zuko (Avatar), Yue & Zuko (Avatar), Azula & Zuko (Avatar), Suki/Yue (Avatar), Azula/A Safe and Loving Environment, Past Jet/Zuko - Relationship",2020-09-18,41946.0,706.0
26850253,A Thousand Toys,,2020-10-06,4024.0,279.0
27527818,Between the Bush and the Lotus Flower,"Mai/Ty Lee (Avatar), Sokka/Zuko (Avatar)",2020-11-12,720.0,12.0
27494602,Kintsukuroi,Katara/Zuko (Avatar),2020-11-10,2039.0,14.0
27016231,Attack of the Equalists,"Bolin (Avatar) & Original Female Character(s), Bolin (Avatar)/Original Character(s), Bolin (Avatar)/Original Female Character(s), Lin Beifong/Tenzin, Mako/Asami Sato, Korra/Mako (Avatar), Team Avatar (Legend of Korra) & Original Female Character(s)",2020-10-15,14736.0,42.0
25499536,"Son of Flame, Daughter of Stone","Toph Beifong/Zuko, Toph Beifong & Zuko",2020-07-25,1751.0,144.0
26819245,And the water caught fire as the sun set,"Michael De Santa/Trevor Philips, Michael De Santa & Trevor Philips",2020-10-04,8200.0,15.0
27522196,Half The World Away,"Kanna/Pakku (Avatar), Kanna/Yugoda (Avatar), Hama/Kanna (Avatar)",2020-11-12,2372.0,2.0
27216139,This House of Mine Stands Strong,Sokka/Zuko (Avatar),2020-10-26,11635.0,351.0
23209726,Worlds Collide,,2020-03-19,149.0,4.0
23453770,Lost In A Fog,,2020-04-03,7931.0,
25522606,"An arranged amalgamation, an attempted assassination, and an adventurous affair","Katara/Zuko (Avatar), Katara/The Blue Spirit (Avatar)",2020-07-26,58308.0,596.0
27518215,Family,Sokka/Zuko (Avatar),2020-11-12,175.0,88.0
27518032,Little Fire-Lily,"Azula & Zuko (Avatar), Iroh & Zuko (Avatar), Sokka & Zuko (Avatar), Aang & Zuko (Avatar), Katara & Zuko (Avatar)",2020-11-12,978.0,24.0
27517990,Seven O' Clock,"Aang & Katara (Avatar), Aang & Korra (Avatar), Aang & Bumi II, Aang & Tenzin (Avatar), Aang & Kya II (Avatar), Aang/Katara (Avatar), Senna/Tonraq (Avatar), Sokka/Suki (Avatar)",2020-11-12,1712.0,25.0
27517318,For a Thousand More,Katara/Zuko (Avatar),2020-11-12,1427.0,142.0
26454715,the pros and cons of twitter,"Sokka/Zuko (Avatar), Aang/Katara (Avatar), Mai/Ty Lee (Avatar), The Gaang & Zuko (Avatar)",2020-09-14,6087.0,933.0
27257014,Ghost Prince: An ATLA FanFiction,,2020-10-29,5253.0,315.0
27410329,The Cold Greatness of the Violet Sun,"Katara/Zuko (Avatar), Mai/Ty Lee (Avatar), Sokka/Suki (Avatar), Aang & Katara (Avatar)",2020-11-06,4365.0,7.0
27500095,First of Her Name,"Katara & The Gaang (Avatar), Katara & Iroh, Hakoda & Katara (Avatar), Azula & Katara (Avatar)",2020-11-11,4091.0,51.0
25940992,all the things we shouldn't have done,"Sokka/Zuko (Avatar), Sokka & Zuko (Avatar)",2020-08-16,29365.0,677.0
27198640,An Uneasy Arrangement,Katara/Zuko (Avatar),2020-11-11,10089.0,48.0
27092038,Avatar: The First Dyad,"Rey/Ben Solo | Kylo Ren, Kylo Ren/Rey, Rey/Ben Solo, Poe Dameron/Finn",2020-10-24,9692.0,20.0
26463064,"Everyday, I Choose You",Kyoshi/Rangi (Avatar),2020-09-14,12179.0,139.0
27502330,Soldier's Heart,Azula & Sokka (Avatar),2020-11-11,5034.0,59.0
27520159,What we could have been,"Sokka/Zuko (Avatar), Aang/Katara (Avatar), Jet/Zuko (Avatar)",2020-11-11,684.0,57.0
27338116,Fluffvember 2020,"Garfield Logan/Damian Wayne, Garfield Logan/Raimundo Pedrosa, Kon-El | Conner Kent/Garfield Logan, Darius Bowman/Ben Pincus, Jake Long/Nigel Thrall, Male Boss (Saints Row)/Johnny Gat, Aang/Zuko (Avatar), Adam/Kai (The Hollow), Shadow the Hedgehog/Sonic the Hedgehog, Rook Blonko/Ben Tennyson, Marco Diaz/Tom Lucitor",2020-11-01,17293.0,26.0
27501922,Retribution,,2020-11-11,2558.0,33.0
26293336,"Come on, get up, let me see your bruises",Sokka/Zuko (Avatar),2020-09-05,9193.0,529.0
27495964,Leave Tonight or Live and Die This Way,Mai/Ty Lee (Avatar),2020-11-11,1498.0,42.0
19432708,The In-Between,"Toph Beifong/Sokka, Sokka/Suki (Avatar), Aang/Katara (Avatar), Mai/Zuko (Avatar)",2019-07-01,18284.0,39.0
27505006,It Means You're Alive,"Sokka/Zuko (Avatar), Bato/Hakoda (Avatar), Kanna & Zuko (Avatar), Hakoda & Zuko (Avatar), Bato & Zuko (Avatar), Hakoda & Sokka (Avatar), Kanna & Sokka (Avatar), Bato & Sokka (Avatar), Hakoda & Kanna (Avatar)",2020-11-11,5702.0,400.0
27504799,Wait. Who'd You Say You Gave Up the Avatar State For?!,Katara/Zuko (Avatar),2020-11-11,276.0,49.0
27039376,Avatar legend of korra,"Korra/OC, OC/Asami Sato, OC/Harem",2020-10-20,1335.0,
25463575,The Guardian Games,"Katara/Zuko (Avatar), Mai/Ty Lee (Avatar), Sokka/Suki (Avatar), Aang/Toph Beifong, Sokka/Yue (Avatar)",2020-07-23,155187.0,110.0
24905815,The Sun Dragon and the Moonfish,Katara/Zuko (Avatar),2020-06-25,29058.0,67.0
27502705,Gang Sign,"Aang/Katara (Avatar), Aang/Zuko (Avatar), Aang/Katara/Zuko (Avatar), Katara/Zuko (Avatar)",2020-11-11,188.0,82.0
27502651,Heels,Sokka/Zuko (Avatar),2020-11-11,193.0,146.0
27501616,dead solider boys,Iroh & Zuko (Avatar),2020-11-11,704.0,30.0
27501523,"lay your head down to rest, you weary soul",Katara/Yue (Avatar),2020-11-11,335.0,11.0
27501094,your love,Katara/Zuko (Avatar),2020-11-11,471.0,21.0
27500167,Earth Kingdom shipping,Toph Beifong/Suki,2020-11-11,287.0,6.0
27499957,Warmth,"Sokka/Zuko (Avatar), Sokka & Zuko (Avatar)",2020-11-11,9946.0,29.0
26470483,Polar,"Zuko (Avatar)/Original Female Character(s), Aang/Katara (Avatar), Sokka/Suki (Avatar), Mai/Zuko (Avatar), Katara & Zuko (Avatar), Aang & Zuko (Avatar), Sokka & Zuko (Avatar), Toph Beifong & Zuko, Azula/Ty Lee (Avatar)",2020-09-15,70829.0,131.0
26186212,Hot Air Balloon,"Sokka/Zuko (Avatar), Sokka/Suki (Avatar), Sokka/Suki/Zuko (Avatar)",2020-08-30,1189.0,5.0
25495981,"oh, but she burns","Katara/Zuko (Avatar), The Gaang & Zuko (Avatar), Azula & Zuko (Avatar), Azula/Ty Lee (Avatar), Azula & Mai & Ty Lee, Aang & Zuko (Avatar), Sokka & Zuko (Avatar), Aang & Toph Beifong & Katara & Sokka & Suki & Zuko, Toph Beifong & Zuko, Azula & Ozai (Avatar), Iroh & Zuko (Avatar), Azula & Iroh (Avatar), Sokka/Suki (Avatar)",2020-07-24,47741.0,948.0
25194085,Wikibending,,2020-07-11,11916.0,92.0
27205615,The Spirit Vigilantes,"Azula & Zuko (Avatar), Azula & Mai & Ty Lee & Zuko, Azula & The Gaang (Avatar), The Gaang & Zuko (Avatar), Azula & Iroh (Avatar), Iroh & Zuko (Avatar)",2020-10-26,18029.0,385.0
27497011,The Shift,,2020-11-10,348.0,13.0
18908755,More Than Blood Can Stand,Mai/Zuko (Avatar),2019-05-21,120768.0,1168.0
27483808,Call It For What It Is,Katara/Zuko (Avatar),2020-11-10,1539.0,35.0
27484195,Not What I Expected,"Katara/Azula, Sokka/Suki, Toph/Aang, Zuko/Jin",2020-11-10,911.0,14.0
27477766,Water Gang Group Chat,,2020-11-10,312.0,12.0
27483490,Hibernation,Katara/Zuko (Avatar),2020-11-10,194.0,38.0
27223519,BlueLady,Katara/Zuko (Avatar),2020-10-27,6532.0,47.0
27482479,On the shelf (behind the bathroom mirror),Korra/Asami Sato,2020-11-10,2185.0,83.0
12471612,The Avatar and the Fire Princess,"Aang/Azula (Avatar), Mai/Zuko (Avatar)",2017-10-23,133562.0,417.0
27349543,Sweet Tea,"Jin/Zuko (Avatar), Iroh & Zuko (Avatar)",2020-11-10,3300.0,13.0
27203692,one single thread of gold tied me to you,"Sokka/Zuko (Avatar), Katara & Zuko (Avatar), Minor or Background Relationship(s), Azula & Zuko (Avatar), Azula/Ty Lee (Avatar), Aang/Katara (Avatar)",2020-10-31,12197.0,420.0
27483412,Want,"Sokka/Zuko (Avatar), Sokka/Suki (Avatar), Sokka/Suki/Zuko (Avatar), Suki/Zuko (Avatar), Aang/Katara (Avatar)",2020-11-10,279.0,169.0
27480913,Hopelessly Devoted,"Zuko (Avatar)/Reader, Zuko (Avatar) & Reader",2020-11-10,396.0,28.0
25237882,"Fire Nation Red, Winter White, and Ocean Blue","Sokka/Zuko (Avatar), Minor or Background Relationship(s), Mai/Suki (Avatar), Aang & Toph Beifong & Katara & Sokka & Suki & Zuko, Mai & Zuko (Avatar), Aang/Katara (Avatar)",2020-07-13,12863.0,316.0
27078448,Mistakes Were Made,"Sokka/Yue (Avatar), Hahn/OC (Avatar)",2020-10-18,2543.0,5.0
27489010,Very Impressive,Toph Beifong & Zuko,2020-11-10,459.0,10.0
27488785,Grandparents Day,"Azulon/Ilah (Avatar), Ozai and original female character, Lu Ten/Ursa, Iroh (Avatar)/Original Female Character",2020-11-10,2187.0,6.0
26228065,"Legend of Korra, Child of the Red Lotus","Korra/Asami Sato, P'li/Zaheer (Avatar), Ghazan/Ming-Hua (Avatar), Jinora/Kai (Avatar), Pema/Tenzin (Avatar)",2020-09-01,46254.0,170.0
27486847,"you and me, against the darkness",Mai/Ty Lee (Avatar),2020-11-10,215.0,9.0
27486715,Across generations,Jinora/Kai (Avatar),2020-11-10,791.0,6.0
27486484,here's the concept,Katara/Zuko (Avatar),2020-11-10,329.0,27.0
25252471,the calculus of affection,Sokka/Zuko (Avatar),2020-07-14,9636.0,564.0
27484906,I Kinda Wanna Be More Than Friends,Sokka/Zuko (Avatar),2020-11-10,4108.0,237.0
24401863,The Pebble,"Mai & Zuko (Avatar), Zuko (Avatar) & Original Character(s)",2020-06-07,4685.0,400.0
25345114,Sea of Second Chances: Databook,Tia Harribel/Hoshigaki Kisame,2020-07-17,4619.0,9.0
26924500,cherry wine epilogue,"Katara/Zuko (Avatar), The Gaang & Zuko (Avatar), Sokka & Zuko (Avatar), Iroh & Zuko (Avatar)",2020-11-10,35.0,26.0
27484114,"tearing down the walls, painting over scars and bruises; now this is home (fill it up with love, and make the best of something new)","The Gaang & each other, Aang & Toph Beifong & Katara & Sokka & Suki & Zuko, Aang/Katara (Avatar), Mai/Zuko (Avatar), Sokka/Suki (Avatar)",2020-11-10,19074.0,53.0
27290287,to never be afraid again,Mai/Ty Lee (Avatar),2020-10-30,47401.0,24.0
27375193,The Turtle-duckling and His Pond,"Zuko & the Fire Nation, Zuko & Palace Guards, zuko & palace staff",2020-11-03,3782.0,394.0
27483526,love is brightest in the dark,"Katara/Zuko (Avatar), Katara & Zuko (Avatar)",2020-11-10,1757.0,39.0
27483400,I'll Save You From the Pirates,"Katara/Zuko (Avatar), Katara & Zuko (Avatar)",2020-11-10,3252.0,56.0
26330356,From Fire to Earth,,2020-09-06,21088.0,87.0
27482416,Book One: Birth - From the Cries of Babes,,2020-11-10,5526.0,1.0
27482497,Pandemic Parenting,"Sokka/Zuko (Avatar), Mai & Zuko (Avatar), Mai & Sokka & Zuko (Avatar)",2020-11-10,1874.0,14.0
26883928,Where Would I Be Without You,"Lin Beifong/Kya II, Lin Beifong/Kya (Avatar), Korra/Asami Sato, kya - Relationship",2020-10-07,16063.0,89.0
26704948,Cinderblossom,Katara/Zuko (Avatar),2020-09-28,40473.0,746.0
27471754,Groundwater,,2020-11-09,599.0,26.0
27471712,Arrangements,"Toph Beifong & Zuko, Toph Beifong/Zuko",2020-11-09,1936.0,23.0
27471466,Upstairs and Downstairs,Azulon/Ilah (Avatar),2020-11-09,3630.0,2.0
27462832,Recover,Kyoshi/Rangi (Avatar),2020-11-09,3125.0,24.0
27464140,The Boy Who Talked To Turtle Ducks,Piandao & Zuko (Avatar),2020-11-09,5660.0,127.0
27463762,Storms,"Sokka/Suki (Avatar), Suki (Avatar)/Original Female Character(s)",2020-11-09,6451.0,39.0
25292767,The Warrior of the Southern Tribe,"Sokka/Zuko (Avatar), Sokka/Yue (Avatar), Sokka/Suki (Avatar)",2020-07-16,29594.0,829.0
26950573,Mardi Gras Slide,"Rembrandt Brown/Zoe Pearson (OFC), Wade Welles/Derek Roman (OMC), Maximillian Arturo/Naomi LaLache (OFC)",2020-10-11,8486.0,1.0
27447247,she found herself making a white flame,"Azula & Zuko (Avatar), Sokka/Zuko (Avatar)",2020-11-08,3194.0,42.0
26996557,Life in ba sing se,"Zuko/jet (avatar), Zuko & jet (avatar), Iroh & Zuko (Avatar), Zuko & Jin (avatar), Jet & Jin (Avatar), jet & Zuko & Jin (avatar)",2020-11-09,6966.0,42.0
27464776,Saturn,"Mai/Zuko (Avatar), Izumi & Mai (Avatar)",2020-11-09,1722.0,61.0
24542020,When The Water Tribe Attacked,"Aang & Zuko (Avatar), Aang & Iroh (Avatar), Aang & Azula (Avatar), Iroh & Zuko (Avatar), Azula & Iroh (Avatar), Katara & Sokka (Avatar), Sokka/Ty Lee (Avatar)",2020-06-05,29656.0,212.0
27467077,Good Accidents Happen,"Sokka/Zuko (Avatar), Sokka & Zuko (Avatar)",2020-11-09,4510.0,75.0
27162044,Little Sun Dragon,"Sokka/Zuko (Avatar), Toph Beifong & Zuko, Past Jet/Zuko (Avatar) - Relationship",2020-11-09,20256.0,113.0
27467608,do you feel like a young god?,Azula/Ty Lee (Avatar),2020-11-09,6563.0,116.0
27469276,That Would Be Enough,"Ozai/Ursa (Avatar), Ozai & Zuko (Avatar), Ursa & Zuko (Avatar), Ozai & Ursa (Avatar)",2020-11-23,6051.0,9.0
24925855,The Last Energybender,,2020-06-26,97061.0,498.0
26440510,The Spark Has No Limits,Azula (Avatar)/Original Character,2020-09-13,13848.0,18.0
27468478,Hunt for a Heir (out line),"Zuko & Zuko's Crew (Avatar), Jin/Zuko (Avatar)",2020-11-09,806.0,18.0
24860866,The Effect of Water,"Katara/Izuku, Katara/Shouto, Katara/Katsuki",2020-06-22,23761.0,61.0
27408637,No Roots,Aang/Zuko (Avatar),2020-11-05,6035.0,19.0
27465976,Time Spent Away With The Water,Yukka,2020-11-09,804.0,2.0
27089422,The Wedding,"Sokka/Zuko (Avatar), Sokka & Zuko (Avatar), Aang/Katara (Avatar)",2020-10-18,35379.0,840.0
27465568,Fiery Tempers,Aang & Zuko (Avatar),2020-11-09,403.0,5.0
27464710,snowday,"Aang & Appa (Avatar), Aang & Gyatso (Avatar)",2020-11-09,1048.0,29.0
27462802,they lit up the inside of the moon,Katara/Yue (Avatar),2020-11-09,2039.0,21.0
27357244,"Welcome Home, Son","Zuko & Original Character, Iroh & Zuko (Avatar)",2020-11-02,22583.0,127.0
27462223,Collect your Courage,Iroh & Zuko (Avatar),2020-11-09,2508.0,249.0
26225572,What the Good Days Left Behind,Sokka/Zuko (Avatar),2020-09-01,14724.0,176.0
26756377,Strictly business,"Sokka/Zuko (Avatar), Aang/Katara (Avatar)",2020-10-01,7507.0,65.0
27437008,How We Break and Re-Build,Katara/Zuko (Avatar),2020-11-07,4515.0,53.0
27182227,Discarded,"Aang/Azula (Avatar), Azula & Zuko (Avatar), Azula & Ozai (Avatar), Iroh & Zuko (Avatar), Aang & Bumi (Avatar), Katara/Zuko (Avatar), Sokka/Suki (Avatar)",2020-10-24,28759.0,46.0
27461119,emotional connection,"Hakoda/Ozai (Avatar), Sokka/Zuko (Avatar)",2020-11-08,2561.0,10.0
27460606,Pass the Test,"Sokka/Suki (Avatar), Sokka/Yue (Avatar), Sokka/Suki/Yue (Avatar)",2020-11-08,825.0,9.0
26579551,Avatar: Until the End,"Aang/Katara (Avatar), Sokka/Suki (Avatar), Mai/Zuko (Avatar)",2020-09-21,34289.0,37.0
27452464,When your inner demons come out to play.,"Azula/Zuko (Avatar), Azula & Zuko (Avatar)",2020-11-08,1413.0,21.0
27452365,Smiling in the dark,Katara/Zuko (Avatar),2020-11-08,1214.0,3.0
27452299,Anniversary.,"Azula/Zuko (Avatar), Azula & Zuko (Avatar)",2020-11-08,392.0,10.0
27451957,A day off.,"Azula & Zuko (Avatar), Azula/Zuko (Avatar)",2020-11-08,1596.0,15.0
27451969,Blueprints are paintings of the future,Sokka (Avatar) & Original Female Character(s),2020-11-08,689.0,15.0
27445048,Don't Stop 'Cause I'm Halfway There,Sokka/Zuko (Avatar),2020-11-08,1305.0,273.0
27176851,Debride,The Gaang & Zuko (Avatar),2020-11-08,877.0,298.0
21218519,General Ideas,"Bra Briefs/Son Goten, Son Pan/Uub, Android 16 & Broly, Midoriya Izuku/Uraraka Ochako",2019-11-02,7474.0,9.0
27351673,Farewell Republic City,Mako/Prince Wu (Avatar),2020-11-02,3655.0,41.0
27443914,Just for Tonight,Jet/Zuko (Avatar),2020-11-08,2453.0,18.0
27444235,Best Laid (Lesson) Plans,"Sokka & Zuko (Avatar), The Gaang & Zuko (Avatar)",2020-11-08,3124.0,26.0
27443344,"two slow dancers, last ones out","Azula/Ty Lee (Avatar), Azula/Mai (Avatar), Mai/Ty Lee (Avatar), Azula/Mai/Ty Lee",2020-11-08,6618.0,20.0
27448234,"Of all the people in the world, I'm so glad I met you","Sokka/Suki/Zuko (Avatar), The Gaang (Avatar) & Other(s), Sokka/Suki (Avatar), Sokka/Zuko (Avatar), Suki/Zuko (Avatar)",2020-11-08,2401.0,46.0
27453523,My OC Characters,,2020-11-08,14.0,8.0
26892133,"Once more, with hindsight",,2020-11-08,2903.0,187.0
27205400,Revenge or Safekeeping?,The Gaang & Zuko (Avatar),2020-10-26,4055.0,146.0
